"student_id","XB","NJ","XSM","ZYM","YX","ZY","BJ"
"pjxyqwbk617","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术",""
"pjxyqwbk618","男","2020级","计算机科学与技术学院","数据科学与大数据技术","计算机科学与技术学院","数据科学与大数据技术","2003071"
"pjxyqwbk620","男","2020级","网络与信息安全学院","网络工程","网络与信息安全学院","网络工程","2018021"
"pjxyqwbk621","男","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020012"
"pjxyqwbk622","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003052"
"pjxyqwbk623","男","2020级","计算机科学与技术学院","物联网工程","计算机科学与技术学院","物联网工程","2003041"
"pjxyqwbk624","女","2021级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2103053"
"pjxyqwbk631","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003011"
"pjxyqwbk632","男","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020011"
"pjxyqwbk636","女","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003052"
"pjxyqwbk638","女","2021级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2120012"
"pjxyqwbk642","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003052"
"pjxyqwbk644","女","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020031"
"pjxyqwbk646","女","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk647","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk650","女","2020级","计算机科学与技术学院","物联网工程","计算机科学与技术学院","物联网工程","2003041"
"pjxyqwbk652","男","2021级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2103052"
"pjxyqwbk653","男","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk656","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003014"
"pjxyqwbk661","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk662","女","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk664","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003013"
"pjxyqwbk665","女","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003052"
"pjxyqwbk666","女","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk668","男","2021级","人工智能学院","人工智能","人工智能学院","人工智能","2120031"
"pjxyqwbk671","男","2020级","网络与信息安全学院","网络工程","网络与信息安全学院","网络工程","2018021"
"pjxyqwbk673","女","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk675","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk678","男","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk679","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003052"
"pjxyqwbk686","男","2021级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2120012"
"pjxyqwbk694","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003012"
"pjxyqwbk697","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003013"
"pjxyqwbk698","男","2020级","网络与信息安全学院","网络工程","网络与信息安全学院","网络工程","2018021"
"pjxyqwbk700","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003012"
"pjxyqwbk701","男","2021级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2103053"
"pjxyqwbk706","女","2020级","计算机科学与技术学院","数据科学与大数据技术","计算机科学与技术学院","数据科学与大数据技术","2003071"
"pjxyqwbk708","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020031"
"pjxyqwbk710","女","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018031"
"pjxyqwbk713","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003011"
"pjxyqwbk716","女","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020031"
"pjxyqwbk717","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020031"
"pjxyqwbk720","女","2020级","计算机科学与技术学院","数据科学与大数据技术","计算机科学与技术学院","数据科学与大数据技术","2003071"
"pjxyqwbk721","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003012"
"pjxyqwbk724","女","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk727","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk728","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术",""
"pjxyqwbk729","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003053"
"pjxyqwbk731","男","2020级","计算机科学与技术学院","数据科学与大数据技术","计算机科学与技术学院","数据科学与大数据技术","2003071"
"pjxyqwbk734","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术",""
"pjxyqwbk735","男","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020011"
"pjxyqwbk736","女","2021级","网络与信息安全学院","密码科学与技术","网络与信息安全学院","密码科学与技术","2118041"
"pjxyqwbk740","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003013"
"pjxyqwbk741","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020032"
"pjxyqwbk745","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020031"
"pjxyqwbk746","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020032"
"pjxyqwbk747","女","2020级","计算机科学与技术学院","数据科学与大数据技术","计算机科学与技术学院","数据科学与大数据技术","2003071"
"pjxyqwbk749","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk754","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003012"
"pjxyqwbk755","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003014"
"pjxyqwbk756","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003011"
"pjxyqwbk760","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk761","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020031"
"pjxyqwbk762","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020032"
"pjxyqwbk764","男","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk767","男","2020级","计算机科学与技术学院","物联网工程","计算机科学与技术学院","物联网工程","2003041"
"pjxyqwbk769","男","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020012"
"pjxyqwbk770","男","2020级","计算机科学与技术学院","物联网工程","计算机科学与技术学院","物联网工程","2003041"
"pjxyqwbk772","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程",""
"pjxyqwbk775","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术",""
"pjxyqwbk777","男","2021级","计算机科学与技术学院","物联网工程","计算机科学与技术学院","物联网工程","2103041"
"pjxyqwbk779","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术",""
"pjxyqwbk781","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003013"
"pjxyqwbk782","女","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020011"
"pjxyqwbk787","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术",""
"pjxyqwbk788","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003014"
"pjxyqwbk791","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020032"
"pjxyqwbk792","男","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020012"
"pjxyqwbk793","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003018"
"pjxyqwbk795","男","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk796","男","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk799","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003014"
"pjxyqwbk802","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003053"
"pjxyqwbk804","女","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003052"
"pjxyqwbk806","男","2020级","计算机科学与技术学院","数据科学与大数据技术","计算机科学与技术学院","数据科学与大数据技术","2003071"
"pjxyqwbk807","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003053"
"pjxyqwbk808","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020031"
"pjxyqwbk810","男","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020011"
"pjxyqwbk812","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003012"
"pjxyqwbk813","男","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020012"
"pjxyqwbk814","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003052"
"pjxyqwbk815","女","2020级","网络与信息安全学院","网络工程","网络与信息安全学院","网络工程","2018021"
"pjxyqwbk818","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003012"
"pjxyqwbk824","男","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018031"
"pjxyqwbk826","女","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018031"
"pjxyqwbk828","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk829","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003018"
"pjxyqwbk830","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003012"
"pjxyqwbk831","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003053"
"pjxyqwbk834","女","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk835","女","2021级","计算机科学与技术学院","物联网工程","计算机科学与技术学院","物联网工程","2103041"
"pjxyqwbk838","女","2020级","计算机科学与技术学院","物联网工程","计算机科学与技术学院","物联网工程","2003041"
"pjxyqwbk839","女","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程",""
"pjxyqwbk844","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020032"
"pjxyqwbk845","男","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk855","男","2021级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2120012"
"pjxyqwbk856","男","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020011"
"pjxyqwbk859","男","2020级","网络与信息安全学院","网络工程","网络与信息安全学院","网络工程","2018021"
"pjxyqwbk862","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003011"
"pjxyqwbk864","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk865","男","2020级","网络与信息安全学院","网络工程","网络与信息安全学院","网络工程","2018021"
"pjxyqwbk866","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003052"
"pjxyqwbk868","女","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018039"
"pjxyqwbk869","女","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020032"
"pjxyqwbk870","女","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020012"
"pjxyqwbk871","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术",""
"pjxyqwbk872","女","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk879","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003018"
"pjxyqwbk884","女","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk885","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术",""
"pjxyqwbk889","男","2020级","网络与信息安全学院","网络工程","网络与信息安全学院","网络工程","2018021"
"pjxyqwbk893","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003053"
"pjxyqwbk895","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003014"
"pjxyqwbk896","男","2020级","计算机科学与技术学院","物联网工程","计算机科学与技术学院","物联网工程","2003041"
"pjxyqwbk899","男","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018031"
"pjxyqwbk900","男","2021级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2103051"
"pjxyqwbk901","男","2020级","计算机科学与技术学院","数据科学与大数据技术","计算机科学与技术学院","数据科学与大数据技术","2003071"
"pjxyqwbk902","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk907","女","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003052"
"pjxyqwbk910","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003014"
"pjxyqwbk919","男","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018031"
"pjxyqwbk920","男","2020级","网络与信息安全学院","网络工程","网络与信息安全学院","网络工程","2018021"
"pjxyqwbk922","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003053"
"pjxyqwbk923","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003014"
"pjxyqwbk925","男","2021级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2103053"
"pjxyqwbk928","女","2020级","计算机科学与技术学院","数据科学与大数据技术","计算机科学与技术学院","数据科学与大数据技术","2003071"
"pjxyqwbk931","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020032"
"pjxyqwbk935","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003012"
"pjxyqwbk942","女","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020011"
"pjxyqwbk943","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术",""
"pjxyqwbk949","男","2021级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2120012"
"pjxyqwbk951","男","2021级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2103053"
"pjxyqwbk953","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程",""
"pjxyqwbk954","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk955","男","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018039"
"pjxyqwbk956","男","2020级","网络与信息安全学院","网络空间安全","网络与信息安全学院","网络空间安全","2018039"
"pjxyqwbk962","男","2020级","计算机科学与技术学院","数字媒体技术","计算机科学与技术学院","数字媒体技术","2003061"
"pjxyqwbk964","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003051"
"pjxyqwbk966","女","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术",""
"pjxyqwbk967","男","2020级","人工智能学院","人工智能","人工智能学院","人工智能","2020031"
"pjxyqwbk971","男","2020级","网络与信息安全学院","信息安全","网络与信息安全学院","信息安全","2018012"
"pjxyqwbk972","男","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020011"
"pjxyqwbk991","女","2020级","人工智能学院","智能科学与技术","人工智能学院","智能科学与技术","2020012"
"pjxyqwbk993","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003053"
"pjxyqwbk996","男","2020级","网络与信息安全学院","网络工程","网络与信息安全学院","网络工程","2018021"
"pjxyqwbk999","男","2020级","网络与信息安全学院","网络工程","网络与信息安全学院","网络工程","2018021"
"pjxyqxbj001","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014012"
"pjxyqxbj002","男","2020级","物理学院","电子信息科学与技术","物理学院","电子信息科学与技术","2005051"
"pjxyqxbj006","男","2020级","物理学院","电波传播与天线","物理学院","电波传播与天线","2005061"
"pjxyqxbj007","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005011"
"pjxyqxbj008","男","2020级","通信工程学院","信息工程","通信工程学院","信息工程","2001051"
"pjxyqxbj012","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014011"
"pjxyqxbj015","男","2020级","物理学院","应用物理学","物理学院","应用物理学","2005049"
"pjxyqxbj018","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005011"
"pjxyqxbj021","男","2020级","电子工程学院","遥感科学与技术","电子工程学院","遥感科学与技术","2002071"
"pjxyqxbj023","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001017"
"pjxyqxbj024","男","2020级","物理学院","电子信息科学与技术","物理学院","电子信息科学与技术","2005051"
"pjxyqxbj027","男","2020级","物理学院","电子信息科学与技术","物理学院","电子信息科学与技术","2005051"
"pjxyqxbj029","男","2020级","电子工程学院","电磁场与无线技术","电子工程学院","电磁场与无线技术","2002061"
"pjxyqxbj031","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014023"
"pjxyqxbj032","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002013"
"pjxyqxbj034","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002013"
"pjxyqxbj035","女","2020级","物理学院","电子信息科学与技术","物理学院","电子信息科学与技术","2005051"
"pjxyqxbj038","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014022"
"pjxyqxbj039","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014011"
"pjxyqxbj040","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001017"
"pjxyqxbj043","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005019"
"pjxyqxbj044","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014022"
"pjxyqxbj046","女","2020级","通信工程学院","信息工程","通信工程学院","信息工程","2001051"
"pjxyqxbj048","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002013"
"pjxyqxbj049","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxyqxbj051","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxyqxbj052","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003058"
"pjxyqxbj054","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014021"
"pjxyqxbj058","女","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001014"
"pjxyqxbj060","男","2020级","电子工程学院","信息对抗技术","电子工程学院","信息对抗技术","2002031"
"pjxyqxbj063","男","2020级","电子工程学院","遥感科学与技术","电子工程学院","遥感科学与技术","2002071"
"pjxyqxbj064","男","2020级","物理学院","电子信息科学与技术","物理学院","电子信息科学与技术","2005051"
"pjxyqxbj065","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxyqxbj066","男","2020级","物理学院","电波传播与天线","物理学院","电波传播与天线","2005061"
"pjxyqxbj067","男","2020级","光电工程学院","光电信息科学与工程","光电工程学院","光电信息科学与工程","2005031"
"pjxyqxbj068","女","2020级","物理学院","电子信息科学与技术","物理学院","电子信息科学与技术","2005051"
"pjxyqxbj073","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxyqxbj074","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxyqxbj075","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001017"
"pjxyqxbj080","男","2020级","电子工程学院","电磁场与无线技术","电子工程学院","电磁场与无线技术","2002061"
"pjxyqxbj082","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014013"
"pjxyqxbj084","男","2020级","空间科学与技术学院","探测制导与控制技术","空间科学与技术学院","探测制导与控制技术","2016011"
"pjxyqxbj086","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014013"
"pjxyqxbj088","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014023"
"pjxyqxbj089","男","2020级","空间科学与技术学院","飞行器设计与工程","空间科学与技术学院","飞行器设计与工程","2016031"
"pjxyqxbj092","男","2020级","空间科学与技术学院","探测制导与控制技术","空间科学与技术学院","探测制导与控制技术","2016011"
"pjxyqxbj093","女","2020级","通信工程学院","信息工程","通信工程学院","信息工程","2001052"
"pjxyqxbj094","男","2020级","电子工程学院","电磁场与无线技术","电子工程学院","电磁场与无线技术","2002061"
"pjxyqxbj095","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxyqxbj096","男","2020级","电子工程学院","信息对抗技术","电子工程学院","信息对抗技术","2002031"
"pjxyqxbj098","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014012"
"pjxyqxbj100","男","2020级","光电工程学院","光电信息科学与工程","光电工程学院","光电信息科学与工程","2005031"
"pjxyqxbj102","男","2020级","光电工程学院","光电信息科学与工程","光电工程学院","光电信息科学与工程","2005031"
"pjxyqxbj103","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001014"
"pjxyqxbj105","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001015"
"pjxyqxbj106","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001011"
"pjxyqxbj113","女","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014011"
"pjxyqxbj114","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014013"
"pjxyqxbj117","女","2020级","通信工程学院","信息工程","通信工程学院","信息工程","2001052"
"pjxyqxbj119","男","2020级","空间科学与技术学院","空间科学与技术","空间科学与技术学院","空间科学与技术","2016021"
"pjxyqxbj120","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001017"
"pjxyqxbj121","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001012"
"pjxyqxbj124","男","2020级","电子工程学院","信息对抗技术","电子工程学院","信息对抗技术","2002031"
"pjxyqxbj125","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014021"
"pjxyqxbj129","男","2020级","计算机科学与技术学院","计算机科学与技术","计算机科学与技术学院","计算机科学与技术","2003019"
"pjxyqxbj131","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014019"
"pjxyqxbj132","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxyqxbj139","男","2020级","物理学院","应用物理学","物理学院","应用物理学","2005049"
"pjxyqxbj144","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005011"
"pjxyqxbj145","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002018"
"pjxyqxbj146","女","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014012"
"pjxyqxbj147","女","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014023"
"pjxyqxbj148","男","2020级","计算机科学与技术学院","软件工程","计算机科学与技术学院","软件工程","2003058"
"pjxyqxbj150","女","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001016"
"pjxyqxbj151","女","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014021"
"pjxyqxbj152","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001014"
"pjxyqxbj153","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001017"
"pjxyqxbj154","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014013"
"pjxyqxbj155","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001014"
"pjxyqxbj158","男","2020级","空间科学与技术学院","空间科学与技术","空间科学与技术学院","空间科学与技术","2016021"
"pjxyqxbj159","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014022"
"pjxyqxbj160","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014028"
"pjxyqxbj162","男","2020级","光电工程学院","光电信息科学与工程","光电工程学院","光电信息科学与工程","2005031"
"pjxyqxbj164","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014013"
"pjxyqxbj165","男","2020级","电子工程学院","信息对抗技术","电子工程学院","信息对抗技术","2002031"
"pjxyqxbj167","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005011"
"pjxyqxbj169","男","2020级","物理学院","电子信息科学与技术","物理学院","电子信息科学与技术","2005051"
"pjxyqxbj173","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014019"
"pjxyqxbj174","男","2020级","空间科学与技术学院","飞行器设计与工程","空间科学与技术学院","飞行器设计与工程","2016031"
"pjxyqxbj180","男","2020级","电子工程学院","信息对抗技术","电子工程学院","信息对抗技术","2002031"
"pjxyqxbj182","男","2020级","微电子学院","微电子科学与工程","微电子学院","微电子科学与工程","2014013"
"pjxyqxbj187","女","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001012"
"pjxyqxbj188","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001017"
"pjxyqxbj192","男","2020级","光电工程学院","电子科学与技术","光电工程学院","电子科学与技术","2005011"
"pjxyqxbj195","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxyqxbj198","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001013"
"pjxyqxbj207","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002019"
"pjxyqxbj214","女","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxyqxbj217","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001015"
"pjxyqxbj220","男","2020级","微电子学院","集成电路设计与集成系统","微电子学院","集成电路设计与集成系统","2014021"
"pjxyqxbj221","男","2020级","物理学院","电子信息科学与技术","物理学院","电子信息科学与技术","2005051"
"pjxyqxbj223","男","2020级","电子工程学院","电子信息工程","电子工程学院","电子信息工程","2002012"
"pjxyqxbj224","男","2020级","通信工程学院","通信工程","通信工程学院","通信工程","2001015"
